W_6 Ep: 1638 | Ep_r: -298
W_2 Ep: 1639 | Ep_r: -308
W_0 Ep: 1640 | Ep_r: -290
W_4 Ep: 1641 | Ep_r: -301
W_3 Ep: 1642 | Ep_r: -283
W_1 Ep: 1643 | Ep_r: -269
W_5 Ep: 1644 | Ep_r: -242
W_6W_7  Ep: 1645 | Ep_r: -332
Ep: 1645 | Ep_r: -295
W_2 Ep: 1647 | Ep_r: -375
W_0 Ep: 1648 | Ep_r: -377
W_4 Ep: 1649 | Ep_r: -353
W_3 Ep: 1650 | Ep_r: -331
W_5 Ep: 1651 | Ep_r: -311
W_7 Ep:W_1 Ep: 1652 1652 | Ep_r: -334
W_6 Ep: 1653 | Ep_r: -296
 | Ep_r: -314
W_2 Ep: 1655 | Ep_r: -305
W_0 Ep: 1656 | Ep_r: -338
W_4 Ep: 1657 | Ep_r: -364W_3
 Ep: 1657 | Ep_r: -354
W_5 Ep: 1659 | Ep_r: -360
W_7 Ep: 1660 | Ep_r: -337
W_1W_6 Ep: 1661 | Ep_r: -299
 Ep: 1661 | Ep_r: -304
W_2 Ep: 1663 | Ep_r: -312
W_0 Ep: 1664 | Ep_r: -321
W_3 Ep: 1665 | Ep_r: -369
W_4 Ep: 1666 | Ep_r: -416
W_5 Ep: 1667 | Ep_r: -414
W_7 Ep: 1668 | Ep_r: -425
W_6 Ep: 1669 | Ep_r: -425
W_1 Ep: 1670 | Ep_r: -383
W_2 Ep: 1671 | Ep_r: -384
W_0 Ep: 1672 | Ep_r: -372
W_4 Ep: 1673 | Ep_r: -379
W_3 Ep: 1674 | Ep_r: -407
W_7 Ep: 1675 | Ep_r: -407
W_1 Ep: 1676 | Ep_r: -427
W_5 Ep: 1676 | Ep_r: -437
W_6 Ep: 1678 | Ep_r: -407
W_2 Ep: 1679 | Ep_r: -411
W_0 Ep: 1680 | Ep_r: -383
W_4 Ep: 1681 | Ep_r: -372
W_3 Ep: 1682 | Ep_r: -348
W_7 Ep: 1683 | Ep_r: -339
W_5 Ep: 1684 | Ep_r: -319
W_6 Ep: 1685 | Ep_r: -339
W_1 Ep: 1686 | Ep_r: -365
W_2 Ep: 1687 | Ep_r: -369
W_0 Ep: 1688 | Ep_r: -359
W_4 Ep:W_3 Ep: 1689 | Ep_r: -343
 1689 | Ep_r: -336
W_7 Ep: 1691 | Ep_r: -322
W_5 Ep: 1692 | Ep_r: -303
W_6 Ep: 1693 | Ep_r: -299
W_1 Ep: 1694 | Ep_r: -282
W_2 Ep: 1695 | Ep_r: -267
W_3 Ep: 1696 | Ep_r: -287
W_7 Ep: 1696 | Ep_r: -285
W_0 Ep: 1698 | Ep_r: -322
W_4 Ep: 1699 | Ep_r: -303
W_5 Ep: 1700 | Ep_r: -299
W_6 Ep: 1701 | Ep_r: -269
W_1 Ep: 1702 | Ep_r: -255
W_2 Ep: 1703 | Ep_r: -243
W_3 Ep: 1704 | Ep_r: -266
W_7 Ep: 1705 | Ep_r: -252
W_0 Ep: 1706 | Ep_r: -281
W_4 Ep:W_5 Ep: 1707  | Ep_r: -280
1707 | Ep_r: -266
W_6 Ep: 1709 | Ep_r: -265
W_1 Ep: 1710 | Ep_r: -278
W_2 Ep: 1711 | Ep_r: -291
W_3 Ep: 1712 | Ep_r: -275
W_0 Ep: 1713 | Ep_r: -274
W_7 Ep: 1714 | Ep_r: -273
W_5 Ep: 1714 | Ep_r: -272
W_4 Ep: 1716 | Ep_r: -271
W_6 Ep: 1717 | Ep_r: -285
W_1 Ep: 1718 | Ep_r: -256
W_2 Ep: 1719 | Ep_r: -272
W_0 Ep: 1720 | Ep_r: -312
W_3 Ep: 1721 | Ep_r: -321
W_5 Ep: 1722 | Ep_r: -302
W_7 Ep: 1723 | Ep_r: -299
W_4 Ep: 1724 | Ep_r: -350
W_6 Ep: 1725 | Ep_r: -354
W_1 Ep: 1726 | Ep_r: -345
W_2 Ep: 1727 | Ep_r: -337
W_0 Ep: 1728 | Ep_r: -316
W_3 Ep: 1729 | Ep_r: -337
W_5 Ep: 1730 | Ep_r: -346
W_7 Ep: 1731 | Ep_r: -385
W_4 Ep: 1732 | Ep_r: -413
W_6 Ep: 1733 | Ep_r: -411
W_1 Ep: 1734 | Ep_r: -410
W_2 Ep: 1735 | Ep_r: -423
W_3 Ep: 1736 | Ep_r: -381
W_0 Ep: 1737 | Ep_r: -385
W_5 W_7 Ep:Ep: 1738 | Ep_r: -336 1738 
| Ep_r: -359
W_4 Ep: 1740 | Ep_r: -342
W_6 Ep: 1741 | Ep_r: -348
W_1 Ep: 1742 | Ep_r: -352
W_2 Ep: 1743 | Ep_r: -330
W_0 Ep: 1744 | Ep_r: -323
W_7 Ep: 1745 | Ep_r: -291
W_3 Ep: 1746 | Ep_r: -288
W_5 Ep: 1747 | Ep_r: -318
W_4 Ep: 1748 | Ep_r: -312
W_6 Ep: 1749 | Ep_r: -308
W_1 Ep: 1750 | Ep_r: -304
W_2 Ep: 1751 | Ep_r: -300
W_0 Ep: 1752 | Ep_r: -358
W_7 Ep: 1753 | Ep_r: -377
W_3 Ep: 1754 | Ep_r: -419
W_5 Ep: 1755 | Ep_r: -418
W_4 Ep: 1756 | Ep_r: -439
W_6 Ep: 1757 | Ep_r: -461
W_1 Ep: 1758 | Ep_r: -477
W_2 Ep: 1759 | Ep_r: -493
W_7 Ep: 1760 | Ep_r: -472W_0 Ep: 1760 | Ep_r: -485

W_4 W_3 Ep: 1762 | Ep_r: -419Ep: 1762 | Ep_r: -436
W_5 Ep: 1762 | Ep_r: -403

W_6 Ep: 1765 | Ep_r: -376
W_1 Ep: 1766 | Ep_r: -379
W_2 Ep: 1767 | Ep_r: -397
W_0 Ep: 1768 | Ep_r: -384
W_7 Ep: 1769 | Ep_r: -359
W_3W_5 Ep: 1770 | Ep_r: -352
 W_4Ep:  1770 | Ep_r: -377
Ep: 1771 | Ep_r: -330
W_6 Ep: 1773 | Ep_r: -310
W_1 Ep: 1774 | Ep_r: -306
W_2 Ep: 1775 | Ep_r: -318
W_7 Ep: 1776 | Ep_r: -330
W_0 Ep: 1777 | Ep_r: -311
W_3 Ep: 1778 | Ep_r: -293
W_4 Ep: 1779 | Ep_r: -345
W_5 Ep: 1780 | Ep_r: -351
W_6 Ep: 1781 | Ep_r: -384
W_1 Ep: 1782 | Ep_r: -373
W_2 Ep: 1783 | Ep_r: -349
W_7 Ep: 1784 | Ep_r: -341
W_0 Ep: 1785 | Ep_r: -333
W_4 Ep: 1786 | Ep_r: -357
W_3 Ep: 1787 | Ep_r: -334
W_5 Ep: 1788 | Ep_r: -327
W_6 Ep: 1789 | Ep_r: -335
W_1 Ep: 1790 | Ep_r: -302
W_2 Ep: 1791 | Ep_r: -339
W_7 Ep: 1792 | Ep_r: -347
W_4 Ep: 1793 | Ep_r: -338
W_0 Ep: 1794 | Ep_r: -331
W_3 Ep: 1795 | Ep_r: -324
W_5 Ep: 1796 | Ep_r: -292
W_6 Ep: 1797 | Ep_r: -264
W_1 Ep: 1798 | Ep_r: -279
W_2 Ep: 1799 | Ep_r: -294
W_7 Ep: 1800 | Ep_r: -312
W_3 Ep: 1801 W_4 Ep: 1801| Ep_r: -347
 | Ep_r: -353
W_0 Ep: 1803 | Ep_r: -385
W_5 Ep: 1804 | Ep_r: -388
W_6 Ep: 1805 | Ep_r: -418
W_1 Ep: 1806 | Ep_r: -389
W_2 Ep: 1807 | Ep_r: -466
W_7 Ep: 1808 | Ep_r: -520
W_4 Ep: 1809 | Ep_r: -481
W_3 Ep: 1810 | Ep_r: -433
W_0 Ep: 1811 | Ep_r: -417
W_5 Ep: 1812 | Ep_r: -389
W_6 Ep: 1812 | Ep_r: -391
W_1 Ep: 1814 | Ep_r: -390
W_2 Ep: 1815 | Ep_r: -454
W_7 Ep: 1816 | Ep_r: -436
W_4 Ep: 1817 | Ep_r: -392
W_0 Ep: 1818 | Ep_r: -366
W_3 Ep: 1819 | Ep_r: -438
W_6 Ep: 1820 | Ep_r: -407
W_5 Ep: 1821 | Ep_r: -476
W_1 Ep: 1822 | Ep_r: -482
W_2 Ep: 1823 | Ep_r: -556
W_4 Ep: 1824 | Ep_r: -529
W_7 Ep: W_0 Ep: 1825 | Ep_r: -5581825 
| Ep_r: -489
W_3 Ep: 1827 | Ep_r: -627
W_5 Ep: 1828 | Ep_r: -689
W_6 Ep: 1829 | Ep_r: -742
W_1 Ep: 1830 | Ep_r: -790
W_2 Ep: 1831 | Ep_r: -832
W_4 Ep: 1832 | Ep_r: -749
W_0W_7 Ep: 1833  Ep:| Ep_r: -757
 1833 | Ep_r: -715
W_3 Ep: 1835 | Ep_r: -790
W_6 Ep: 1836 | Ep_r: -749
W_5 Ep: 1837 | Ep_r: -688
W_1 Ep: 1838 | Ep_r: -645
W_2 Ep: 1839 | Ep_r: -678
W_4 Ep: 1840 | Ep_r: -732
W_7 Ep: 1841 | Ep_r: -762
W_0 Ep: 1842 | Ep_r: -797
W_6 W_3 Ep: 1843 | Ep_r: -768
Ep: 1843 | Ep_r: -717
W_5 Ep: 1845 | Ep_r: -801
W_1 Ep: 1846 | Ep_r: -809
W_2 Ep: 1847 | Ep_r: -850
W_7 Ep: 1848 | Ep_r: -882
W_4 Ep: 1849 | Ep_r: -834
W_5 Ep: 1850 | Ep_r: -790
W_3 Ep: 1851 | Ep_r: -836
W_6 Ep: 1852 | Ep_r: -848
W_0 Ep: 1853 | Ep_r: -776
W_1 Ep: 1854 | Ep_r: -818
W_2 Ep: 1855 | Ep_r: -749
W_7 Ep: 1856 | Ep_r: -785
W_4W_5 Ep: 1857 | Ep_r: -746
 Ep: 1857 | Ep_r: -814
W_6 W_3 Ep:Ep: 1859 | Ep_r: -689
 1859 | Ep_r: -671
W_0 Ep: 1861 | Ep_r: -663
W_1 Ep: 1862 | Ep_r: -690
W_2 Ep: 1863 | Ep_r: -621
W_7 Ep: 1864 | Ep_r: -681
W_5 Ep: 1865W_3 Ep: 1865 | Ep_r: -772
 | Ep_r: -738
W_6 Ep: 1867 | Ep_r: -802
W_4 Ep: 1868 | Ep_r: -763
W_0 Ep: 1869 | Ep_r: -784
W_1 Ep: 1870 | Ep_r: -829
W_2 Ep: 1871 | Ep_r: -842
W_7 Ep: 1872 | Ep_r: -857
W_3 Ep: 1873 | Ep_r: -798
W_6 Ep: 1874 | Ep_r: -808
W_4 Ep: 1875 | Ep_r: -837
W_5 Ep: 1876 | Ep_r: -780
W_0 Ep: 1877 | Ep_r: -795
W_1 Ep: 1878 | Ep_r: -773
W_2 Ep: 1879 | Ep_r: -774
W_7 Ep: 1880 | Ep_r: -749
W_3W_4 Ep: 1881 | Ep_r: -668 
Ep: 1881 | Ep_r: -674W_5
 Ep: 1882 | Ep_r: -664
W_6 Ep: 1884 | Ep_r: -610
W_0 Ep: 1885 | Ep_r: -629
W_1 Ep: 1886 | Ep_r: -566
W_2 Ep: 1887 | Ep_r: -523
W_7 Ep: 1888 | Ep_r: -512
W_3 Ep: 1889 | Ep_r: -474
W_0 Ep: W_6 Ep: 1890 | Ep_r: -462
1890 | Ep_r: -440
W_4 Ep: 1892 | Ep_r: -442
W_5 Ep: 1893 | Ep_r: -478
W_1 Ep: 1894 | Ep_r: -474
W_2 Ep: 1895 | Ep_r: -507
W_7 Ep: 1896 | Ep_r: -469
W_3 Ep: 1897 | Ep_r: -448
W_6 Ep: 1898 | Ep_r: -430
W_0 Ep: 1899 | Ep_r: -429
W_4 Ep: 1900 | Ep_r: -427
W_5 Ep: 1901 | Ep_r: -464
W_1 Ep: 1902 | Ep_r: -431
W_2 Ep: 1903 | Ep_r: -401
W_7 Ep: 1903 | Ep_r: -428
W_3 Ep: 1905 | Ep_r: -398
W_6 Ep: 1906 | Ep_r: -426
W_0 Ep: 1907 | Ep_r: -462
W_4 Ep: 1908 | Ep_r: -430
W_5 Ep: 1909 | Ep_r: -400
W_1 Ep: 1910 | Ep_r: -388
W_7W_2 Ep:  1911 | Ep_r: -388
Ep: 1911 | Ep_r: -402
W_3 Ep: 1913 | Ep_r: -362
W_6 Ep: 1914 | Ep_r: -365
W_0 Ep: 1915 | Ep_r: -355
W_4 Ep: 1916 | Ep_r: -346
W_5 Ep: 1917 | Ep_r: -351
W_1 Ep: 1918 | Ep_r: -371
W_7 Ep: 1919 | Ep_r: -395
W_2 Ep: 1920 | Ep_r: -395
W_3 Ep: 1921 | Ep_r: -434
W_6 Ep: 1922 | Ep_r: -404
W_0 Ep: 1923 | Ep_r: -376
W_4 Ep: 1924 | Ep_r: -366
W_5 Ep: 1925 | Ep_r: -369
W_1 Ep: 1926 | Ep_r: -387
W_7 Ep: 1927 | Ep_r: -349
W_2 Ep: 1928 | Ep_r: -314
W_3 Ep: 1929 | Ep_r: -323
W_6 Ep: 1930 | Ep_r: -291
W_0 Ep: 1931 | Ep_r: -312
W_4 Ep: 1932 | Ep_r: -361
W_5 Ep: 1933 | Ep_r: -364
W_1 Ep: 1934 | Ep_r: -369
W_2 Ep: 1935 | Ep_r: -332
W_7 Ep: 1936 | Ep_r: -365
W_6 Ep: 1937 | Ep_r: -409
W_3 Ep: 1938 | Ep_r: -368
W_0 Ep: 1939 | Ep_r: -404
W_5 Ep: 1940 | Ep_r: -450
W_4 Ep: 1941 | Ep_r: -444
W_1 Ep: 1942 | Ep_r: -402
W_2 Ep: 1943 W_7 Ep: 1943 | Ep_r: -374
| Ep_r: -401
W_3 Ep: 1945 | Ep_r: -350
W_6 Ep: 1946 | Ep_r: -342
W_0 Ep: 1947 | Ep_r: -334
W_4 Ep: 1948 | Ep_r: -343
W_5 Ep: 1949 | Ep_r: -401
W_1 Ep: 1950 | Ep_r: -374
W_2 Ep: 1951 | Ep_r: -350
W_7 Ep: 1952 | Ep_r: -328
W_6 Ep: W_31953 Ep:  | Ep_r: -309
1953 | Ep_r: -321
W_0 Ep: 1955 | Ep_r: -345
W_4 Ep: 1956 | Ep_r: -337
W_5 Ep: 1957 | Ep_r: -329
W_1 Ep: 1958 | Ep_r: -309
W_2 Ep: 1959 | Ep_r: -292
W_7 Ep: 1960 | Ep_r: -276
W_3W_6 Ep: Ep: 1961 | Ep_r: -248
 1961 | Ep_r: -224
W_0 Ep: 1963 | Ep_r: -254
W_4 Ep: 1964 | Ep_r: -288
W_5 Ep: 1965 | Ep_r: -273
W_1 Ep: 1966 | Ep_r: -259
W_2 Ep: 1967 | Ep_r: -276
W_7 Ep: 1968 | Ep_r: -313
W_6 Ep:W_3 Ep: 1969 | Ep_r: -292
 1969 | Ep_r: -295
W_0 Ep: 1971 | Ep_r: -276
W_4 Ep: 1972 | Ep_r: -295
W_5 Ep: 1973 | Ep_r: -279
W_1 Ep: 1974 | Ep_r: -294
W_7 Ep: 1975W_2 Ep: 1975 | Ep_r: -305
 | Ep_r: -288
W_3 Ep: W_6 Ep: 1977 | Ep_r: -3031977 
| Ep_r: -311
W_0 Ep: 1979 | Ep_r: -306
W_4 Ep: 1980 | Ep_r: -289
W_5 Ep: 1981 | Ep_r: -273
W_1 Ep: 1982 | Ep_r: -259
W_2 Ep: 1983 | Ep_r: -273
W_7 Ep: 1984 | Ep_r: -299
W_3 Ep:W_6 1985 | Ep_r: -282 Ep: 1985 
| Ep_r: -294
W_0 Ep: 1987 | Ep_r: -305
W_4 Ep: 1988 | Ep_r: -342
W_5 Ep: 1989 | Ep_r: -308
W_1 Ep: 1990 | Ep_r: -277
W_7 Ep: 1991 | Ep_r: -289
W_2 Ep: 1992 | Ep_r: -287
W_6 Ep: 1993 | Ep_r: -342
W_3 Ep: 1994 | Ep_r: -335
W_0 Ep: 1995 | Ep_r: -302
W_4 Ep: 1996 | Ep_r: -319
W_5 Ep: 1997 | Ep_r: -328
W_1 Ep: 1998 | Ep_r: -322
W_2 Ep: 1999 | Ep_r: -331
W_7 Ep: 2000 | Ep_r: -324
W_6 Ep: 2001 | Ep_r: -305
W_3 Ep: 2002 | Ep_r: -318
W_0 Ep: 2003 | Ep_r: -313
W_4 Ep: 2004 | Ep_r: -308
W_5 Ep: 2005 | Ep_r: -304
W_1 Ep: 2006 | Ep_r: -313
